Timestamp,From Bank,From Account,To Bank,To Account,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering,Conversion
2022/09/06 02:28,0010441,80EBE2F00,012,8010D4440,14746.07,US Dollar,13124.0023,US Dollar,ACH,1,0.89
2022/09/06 12:20,019023,80514C390,012,8010D4440,134.14,US Dollar,119.38459999999999,US Dollar,ACH,1,0.89
2022/09/06 13:26,001241,801228520,012,8010D4440,14777.72,US Dollar,13152.1708,US Dollar,ACH,1,0.89
2022/09/06 14:06,012,80226C7A0,012,8010D4440,5162.15,US Dollar,4594.313499999999,US Dollar,ACH,1,0.89
2022/09/06 12:20,012,8010D4440,026818,8021F0F10,1981.18,Euro,1981.18,Euro,ACH,1,1.0
2022/09/07 06:16,012,8010D4440,0017708,80CD41030,18721.33,US Dollar,16661.9837,US Dollar,ACH,1,0.89
2022/09/07 07:38,012,8010D4440,029715,80C2D6120,46499.47,Yuan,5579.9364,Yuan,ACH,1,0.12
2022/09/07 17:29,012,8010D4440,005836,80485EDA0,16509.39,US Dollar,14693.3571,US Dollar,ACH,1,0.89
2022/09/08 02:03,012,8010D4440,013516,801D20BB0,114.67,Euro,114.67,Euro,ACH,1,1.0
2022/09/08 13:12,012,8010D4440,023,8043CA5F0,3814.78,Euro,3814.78,Euro,ACH,1,1.0
2022/09/09 05:38,012,8010D4440,022,801E7B850,4773.42,Euro,4773.42,Euro,ACH,1,1.0
2022/09/09 12:40,012,8010D4440,028726,809379140,6828.41,Euro,6828.41,Euro,ACH,1,1.0
2022/09/10 05:31,012,8010D4440,0137218,80EB2C3F0,1380.75,Swiss Franc,1477.4025000000001,Swiss Franc,ACH,1,1.07
2022/09/10 11:00,012,8010D4440,0132554,80D31F5E0,81592.54,US Dollar,72617.3606,US Dollar,ACH,1,0.89
2022/09/03 00:47,0150240,812D22980,0119,811C597B0,14052.22,Saudi Riyal,3372.5327999999995,Saudi Riyal,ACH,1,0.24
2022/09/03 17:39,0119,811C597B0,0048309,811C599A0,15604.38,Saudi Riyal,3745.0512,Saudi Riyal,ACH,1,0.24
2022/09/03 16:22,0150240,812D22980,0222,811B83280,45292.05,Saudi Riyal,10870.092,Saudi Riyal,ACH,1,0.24
2022/09/05 17:18,0222,811B83280,0048309,811C599A0,50662.36,Saudi Riyal,12158.9664,Saudi Riyal,ACH,1,0.24
2022/09/03 01:13,004,800072EF0,0026302,809DACA80,6791.33,Canadian Dollar,4346.4512,Canadian Dollar,ACH,1,0.64
2022/09/03 05:20,0016787,806C84040,0026302,809DACA80,7070.71,Canadian Dollar,4525.2544,Canadian Dollar,ACH,1,0.64
2022/09/03 06:15,009129,806E95350,0026302,809DACA80,20976.12,Canadian Dollar,13424.7168,Canadian Dollar,ACH,1,0.64
2022/09/03 07:16,029467,803A1AC00,0026302,809DACA80,7784.72,Canadian Dollar,4982.2208,Canadian Dollar,ACH,1,0.64
2022/09/03 18:13,0113685,80DF654B0,0026302,809DACA80,22969.99,Canadian Dollar,14700.7936,Canadian Dollar,ACH,1,0.64
2022/09/04 11:00,0016649,806AA7880,0026302,809DACA80,15429.07,Canadian Dollar,9874.6048,Canadian Dollar,ACH,1,0.64
2022/09/04 19:30,005140,809B70360,0026302,809DACA80,13312.25,Canadian Dollar,8519.84,Canadian Dollar,ACH,1,0.64
2022/09/05 10:07,019740,80B169DD0,0026302,809DACA80,12789.22,Canadian Dollar,8185.1008,Canadian Dollar,ACH,1,0.64
2022/09/05 16:24,0111764,8050A3DA0,0026302,809DACA80,20583.8,Canadian Dollar,13173.632,Canadian Dollar,ACH,1,0.64
2022/09/06 12:45,020,801F03B10,0026302,809DACA80,2452.21,Canadian Dollar,1569.4144000000001,Canadian Dollar,ACH,1,0.64
2022/09/06 13:36,018015,80B8AB270,0026302,809DACA80,6523.53,Canadian Dollar,4175.0592,Canadian Dollar,ACH,1,0.64
2022/09/06 16:45,0127760,80CD01840,0026302,809DACA80,17663.44,Canadian Dollar,11304.6016,Canadian Dollar,ACH,1,0.64
2022/09/06 14:27,0026302,809DACA80,011852,8014E6C60,14598.91,Euro,14598.91,Euro,ACH,1,1.0
2022/09/06 15:18,0026302,809DACA80,007,80E85B510,1687.36,UK Pound,1991.0847999999999,UK Pound,ACH,1,1.18
2022/09/07 05:40,0026302,809DACA80,0116,80DC085E0,519.18,Swiss Franc,555.5226,Swiss Franc,ACH,1,1.07
2022/09/07 09:08,0026302,809DACA80,012381,80721FA60,12823.59,US Dollar,11412.9951,US Dollar,ACH,1,0.89
2022/09/09 07:14,0026302,809DACA80,0017748,807280360,145.68,US Dollar,129.6552,US Dollar,ACH,1,0.89
2022/09/09 15:23,0026302,809DACA80,0033355,80DD29680,1049.78,US Dollar,934.3042,US Dollar,ACH,1,0.89
2022/09/10 13:24,0026302,809DACA80,009665,804232A80,553615.35,Yen,3432.4151699999998,Yen,ACH,1,0.0062
2022/09/03 01:02,0213,80C93DF00,022828,801928280,12449.87,US Dollar,11080.384300000002,US Dollar,ACH,1,0.89
2022/09/05 22:21,022828,801928280,0013078,8053B01E0,1080988.21,Rupee,10809.8821,Rupee,ACH,1,0.01
2022/09/05 18:38,0213,80C93DF00,0071,8049DF570,186385883.95,Rupee,1863858.8395,Rupee,ACH,1,0.01
2022/09/04 12:53,0071,8049DF570,0013078,8053B01E0,167361853.53,Rupee,1673618.5353,Rupee,ACH,1,0.01
2022/09/04 17:19,0213,80C93DF00,0017708,8113EEDB0,13709.49,US Dollar,12201.4461,US Dollar,ACH,1,0.89
2022/09/04 18:35,0017708,8113EEDB0,0013078,8053B01E0,998088.94,Rupee,9980.8894,Rupee,ACH,1,0.01
2022/09/06 18:56,0213,80C93DF00,00513,802CCDF10,12545.58,US Dollar,11165.5662,US Dollar,ACH,1,0.89
2022/09/06 18:29,00513,802CCDF10,0013078,8053B01E0,975628.1,Rupee,9756.281,Rupee,ACH,1,0.01
2022/09/04 05:07,0213,80C93DF00,0116781,806F3C5B0,385527.88,Ruble,4240.80668,Ruble,ACH,1,0.011
2022/09/03 19:23,0116781,806F3C5B0,0013078,8053B01E0,371570.94,Rupee,3715.7094,Rupee,ACH,1,0.01
2022/09/05 01:56,0213,80C93DF00,0211,80A5176A0,18611.96,Australian Dollar,10608.8172,Australian Dollar,ACH,1,0.57
2022/09/04 03:09,0211,80A5176A0,0013078,8053B01E0,967537.34,Rupee,9675.3734,Rupee,ACH,1,0.01
2022/09/03 08:27,0213,80C93DF00,0213,809E26AD0,18376.77,Canadian Dollar,11761.132800000001,Canadian Dollar,ACH,1,0.64
2022/09/04 22:58,0213,809E26AD0,0013078,8053B01E0,918374.42,Rupee,9183.744200000001,Rupee,ACH,1,0.01
2022/09/04 16:48,0213,80C93DF00,019740,80A9491C0,84987.3,Yuan,10198.476,Yuan,ACH,1,0.12
2022/09/04 18:20,019740,80A9491C0,0013078,8053B01E0,782356.91,Rupee,7823.569100000001,Rupee,ACH,1,0.01
2022/09/03 23:39,0213,80C93DF00,0031596,80BFD9240,5545.54,US Dollar,4935.5306,US Dollar,ACH,1,0.89
2022/09/06 16:48,0031596,80BFD9240,0013078,8053B01E0,338769.92,Rupee,3387.6992,Rupee,ACH,1,0.01
2022/09/07 00:58,0213,80C93DF00,015863,80B8C96C0,535.44,Euro,535.44,Euro,ACH,1,1.0
2022/09/05 08:16,015863,80B8C96C0,0013078,8053B01E0,45286.99,Rupee,452.8699,Rupee,ACH,1,0.01
2022/09/04 09:42,0213,80C93DF00,0112,8000C76D0,12539.3,Swiss Franc,13417.051,Swiss Franc,ACH,1,1.07
2022/09/03 18:19,0112,8000C76D0,0013078,8053B01E0,823785.72,Rupee,8237.8572,Rupee,ACH,1,0.01
2022/09/05 20:45,0213,80C93DF00,0125906,80D8F53F0,4322.01,US Dollar,3846.5889,US Dollar,ACH,1,0.89
2022/09/06 11:14,0125906,80D8F53F0,0013078,8053B01E0,183008.19,Rupee,1830.0819000000001,Rupee,ACH,1,0.01
2022/09/06 09:49,0213,80C93DF00,0136353,80D6DC9F0,32409.27,Brazil Real,5185.483200000001,Brazil Real,ACH,1,0.16
2022/09/03 14:54,0136353,80D6DC9F0,0013078,8053B01E0,421547.26,Rupee,4215.4726,Rupee,ACH,1,0.01
2022/09/03 01:05,019329,805A91C10,022205,807195E30,17460.84,US Dollar,15540.1476,US Dollar,ACH,1,0.89
2022/09/05 17:49,022205,807195E30,023842,8017D32A0,15007.57,US Dollar,13356.7373,US Dollar,ACH,1,0.89
2022/09/03 11:13,019329,805A91C10,01362,800410C30,3581.41,US Dollar,3187.4548999999997,US Dollar,ACH,1,0.89
2022/09/06 01:43,01362,800410C30,023842,8017D32A0,3661.27,US Dollar,3258.5303,US Dollar,ACH,1,0.89
2022/09/03 22:30,019329,805A91C10,0214,809510B10,24987.6,Canadian Dollar,15992.064,Canadian Dollar,ACH,1,0.64
2022/09/06 06:48,0214,809510B10,023842,8017D32A0,15793.48,US Dollar,14056.1972,US Dollar,ACH,1,0.89
2022/09/04 00:44,019329,805A91C10,013264,80C208360,5698.16,US Dollar,5071.3624,US Dollar,ACH,1,0.89
2022/09/06 08:22,013264,80C208360,023842,8017D32A0,5044.93,US Dollar,4489.987700000001,US Dollar,ACH,1,0.89
2022/09/04 06:55,019329,805A91C10,0111425,8073E9CC0,11399.51,US Dollar,10145.563900000001,US Dollar,ACH,1,0.89
2022/09/06 08:54,0111425,8073E9CC0,023842,8017D32A0,12703.08,US Dollar,11305.7412,US Dollar,ACH,1,0.89
2022/09/04 09:43,019329,805A91C10,0026302,809CDB340,7550.94,Canadian Dollar,4832.6016,Canadian Dollar,ACH,1,0.64
2022/09/06 14:57,0026302,809CDB340,023842,8017D32A0,6870.05,US Dollar,6114.3445,US Dollar,ACH,1,0.89
2022/09/04 12:17,019329,805A91C10,017732,805A58280,7514.02,US Dollar,6687.477800000001,US Dollar,ACH,1,0.89
2022/09/06 19:26,017732,805A58280,023842,8017D32A0,9183.21,US Dollar,8173.0569,US Dollar,ACH,1,0.89
2022/09/05 10:45,019329,805A91C10,01522,801348970,3410.3,Euro,3410.3,Euro,ACH,1,1.0
2022/09/06 19:34,01522,801348970,023842,8017D32A0,3202.21,US Dollar,2849.9669,US Dollar,ACH,1,0.89
2022/09/05 14:56,019329,805A91C10,0113744,810183CE0,6814.89,US Dollar,6065.252100000001,US Dollar,ACH,1,0.89
2022/09/06 20:21,0113744,810183CE0,023842,8017D32A0,6814.89,US Dollar,6065.252100000001,US Dollar,ACH,1,0.89
2022/09/03 02:20,0148350,811FFF630,0148350,812D0C3C0,21693.67,Saudi Riyal,5206.480799999999,Saudi Riyal,ACH,1,0.24
2022/09/05 19:23,0148350,811FFF630,0050528,812D0C600,24732.92,Saudi Riyal,5935.900799999999,Saudi Riyal,ACH,1,0.24
2022/09/03 02:36,0050528,812D0C600,0148350,812D0C3C0,33176.14,Saudi Riyal,7962.2735999999995,Saudi Riyal,ACH,1,0.24
2022/09/03 04:06,0148350,812D0C3C0,0148350,811FFF630,46809.98,Saudi Riyal,11234.3952,Saudi Riyal,ACH,1,0.24
2022/09/03 03:58,0012278,80750E180,021918,8053168D0,3421.22,Euro,3421.22,Euro,ACH,1,1.0
2022/09/03 21:10,028,80C64E3A0,021918,8053168D0,6202.17,Euro,6202.17,Euro,ACH,1,1.0
2022/09/04 09:27,01601,80A0F74D0,021918,8053168D0,4890.17,Euro,4890.17,Euro,ACH,1,1.0
2022/09/04 10:13,021749,805A13780,021918,8053168D0,9759.4,Euro,9759.4,Euro,ACH,1,1.0
2022/09/04 14:59,024,80007A550,021918,8053168D0,13144.18,Euro,13144.18,Euro,ACH,1,1.0
2022/09/05 07:06,0231004,80DF21F10,021918,8053168D0,2523.67,Euro,2523.67,Euro,ACH,1,1.0
2022/09/05 12:05,0230230,8114C0050,021918,8053168D0,6068.86,Euro,6068.86,Euro,ACH,1,1.0
2022/09/06 05:46,0237636,80FBCD550,021918,8053168D0,10632.19,Euro,10632.19,Euro,ACH,1,1.0
2022/09/06 08:43,022,804A66840,021918,8053168D0,439.58,Euro,439.58,Euro,ACH,1,1.0
2022/09/06 14:20,0010099,8044456B0,021918,8053168D0,2815.05,Euro,2815.05,Euro,ACH,1,1.0
2022/09/06 16:14,0121580,808AADB60,021918,8053168D0,3109.85,Euro,3109.85,Euro,ACH,1,1.0
2022/09/06 16:49,0122545,80888DC20,021918,8053168D0,13215.49,Euro,13215.49,Euro,ACH,1,1.0
2022/09/06 18:23,01132,80A43FE30,021918,8053168D0,14701.42,Euro,14701.42,Euro,ACH,1,1.0
2022/09/03 03:30,0148350,812D0C3C0,0050528,812D0C600,17826.05,Saudi Riyal,4278.2519999999995,Saudi Riyal,ACH,1,0.24
2022/09/04 16:01,0148016,811C4EDD0,0118,811A67510,51672.43,Saudi Riyal,12401.3832,Saudi Riyal,ACH,1,0.24
2022/09/04 21:40,0149345,812D1AC00,0048308,811E3C9F0,7884.87,Saudi Riyal,1892.3688,Saudi Riyal,ACH,1,0.24
2022/09/03 08:52,0148348,81235EE30,0121,811E03C30,58665.67,Saudi Riyal,14079.760799999998,Saudi Riyal,ACH,1,0.24
2022/09/04 21:16,0223,811EDA940,0148016,811FCA7B0,782232.08,Saudi Riyal,187735.69919999997,Saudi Riyal,ACH,1,0.24
2022/09/04 16:42,0119,81235E8B0,0148389,811EDAA30,26581.41,Saudi Riyal,6379.5383999999995,Saudi Riyal,ACH,1,0.24
2022/09/03 04:11,001665,801C602A0,00701,80408AC50,17202.02,US Dollar,15309.7978,US Dollar,ACH,1,0.89
2022/09/06 02:11,00701,80408AC50,001665,801C602A0,13244.48,Euro,13244.48,Euro,ACH,1,1.0
2022/09/03 04:32,001686,8014FCAF0,0026174,809CC4600,19586.46,Canadian Dollar,12535.3344,Canadian Dollar,ACH,1,0.64
2022/09/03 12:58,013265,80B50ADD0,0026174,809CC4600,25302.23,Canadian Dollar,16193.4272,Canadian Dollar,ACH,1,0.64
2022/09/03 13:59,0111433,80606A5D0,0026174,809CC4600,23356.84,Canadian Dollar,14948.3776,Canadian Dollar,ACH,1,0.64
2022/09/03 18:48,0214100,807824060,0026174,809CC4600,2558.37,Canadian Dollar,1637.3568,Canadian Dollar,ACH,1,0.64
2022/09/04 02:26,0117304,806DADD80,0026174,809CC4600,3104.83,Canadian Dollar,1987.0912,Canadian Dollar,ACH,1,0.64
2022/09/04 09:42,0214050,805886A80,0026174,809CC4600,20654.63,Canadian Dollar,13218.9632,Canadian Dollar,ACH,1,0.64
2022/09/04 13:32,0115159,80BF76730,0026174,809CC4600,11972.35,Canadian Dollar,7662.304,Canadian Dollar,ACH,1,0.64
2022/09/05 08:22,018511,803C1D400,0026174,809CC4600,19962.06,Canadian Dollar,12775.718400000002,Canadian Dollar,ACH,1,0.64
2022/09/05 10:39,012,80016E8F0,0026174,809CC4600,23213.43,Canadian Dollar,14856.5952,Canadian Dollar,ACH,1,0.64
2022/09/05 11:45,001,8012525C0,0026174,809CC4600,6935.42,Canadian Dollar,4438.6688,Canadian Dollar,ACH,1,0.64
2022/09/05 18:09,0218202,810A97A50,0026174,809CC4600,6496.05,Canadian Dollar,4157.472,Canadian Dollar,ACH,1,0.64
2022/09/06 05:02,0028416,80AF84530,0026174,809CC4600,13024965.19,Canadian Dollar,8335977.7216,Canadian Dollar,ACH,1,0.64
2022/09/06 11:31,0010642,809C04750,0026174,809CC4600,20571.76,Canadian Dollar,13165.926399999998,Canadian Dollar,ACH,1,0.64
2022/09/06 15:59,024840,80A6A5800,0026174,809CC4600,21086.55,Canadian Dollar,13495.392,Canadian Dollar,ACH,1,0.64
2022/09/06 18:37,0118,80E5DB120,0026174,809CC4600,26007.1,Canadian Dollar,16644.543999999998,Canadian Dollar,ACH,1,0.64
2022/09/06 19:22,0211,80A5F2BC0,0026174,809CC4600,7755.91,Canadian Dollar,4963.7824,Canadian Dollar,ACH,1,0.64
2022/09/03 05:28,003123,8028AC420,0139342,80EB1E930,1082.12,Swiss Franc,1157.8683999999998,Swiss Franc,ACH,1,1.07
2022/09/04 06:05,0214050,805E56740,0139342,80EB1E930,10457.51,Swiss Franc,11189.5357,Swiss Franc,ACH,1,1.07
2022/09/04 10:41,022164,8066D7B00,0139342,80EB1E930,5928.97,Swiss Franc,6343.9979,Swiss Franc,ACH,1,1.07
2022/09/04 11:30,00220,8002B5EE0,0139342,80EB1E930,18102.93,Swiss Franc,19370.135100000003,Swiss Franc,ACH,1,1.07
2022/09/05 01:28,008805,806689160,0139342,80EB1E930,13631.38,Swiss Franc,14585.5766,Swiss Franc,ACH,1,1.07
2022/09/05 11:54,026463,80ED75AC0,0139342,80EB1E930,14619.24,Swiss Franc,15642.586800000001,Swiss Franc,ACH,1,1.07
2022/09/06 07:36,002991,8057BA770,0139342,80EB1E930,743.91,Swiss Franc,795.9837,Swiss Franc,ACH,1,1.07
2022/09/06 12:47,014099,80B828DE0,0139342,80EB1E930,10209.43,Swiss Franc,10924.090100000001,Swiss Franc,ACH,1,1.07
2022/09/06 17:24,0021615,80AA05290,0139342,80EB1E930,13837.79,Swiss Franc,14806.435300000001,Swiss Franc,ACH,1,1.07
2022/09/06 21:55,009,806FA9C10,0139342,80EB1E930,7645.05,Swiss Franc,8180.2035000000005,Swiss Franc,ACH,1,1.07
2022/09/06 04:09,0139342,80EB1E930,021258,80DA5FC60,1274.98,US Dollar,1134.7322,US Dollar,ACH,1,0.89
2022/09/06 04:50,0139342,80EB1E930,003420,80CA4D110,5568.82,US Dollar,4956.2498,US Dollar,ACH,1,0.89
2022/09/06 06:15,0139342,80EB1E930,021258,802455070,15290.92,US Dollar,13608.9188,US Dollar,ACH,1,0.89
2022/09/06 14:09,0139342,80EB1E930,011,80B503710,1854.59,Euro,1854.59,Euro,ACH,1,1.0
2022/09/08 11:19,0139342,80EB1E930,0010656,8045A70E0,1535493.32,Yen,9520.058584,Yen,ACH,1,0.0062
2022/09/08 14:11,0139342,80EB1E930,013264,808E06810,17625.65,US Dollar,15686.828500000001,US Dollar,ACH,1,0.89
2022/09/09 05:18,0139342,80EB1E930,0224555,8110882E0,14635.16,Euro,14635.16,Euro,ACH,1,1.0
2022/09/09 06:01,0139342,80EB1E930,01547,800360060,6398.44,Euro,6398.44,Euro,ACH,1,1.0
2022/09/09 16:51,0139342,80EB1E930,013083,80B91CD20,15757.84,Euro,15757.84,Euro,ACH,1,1.0
2022/09/09 17:03,0139342,80EB1E930,0117299,811C16680,19845.21,US Dollar,17662.2369,US Dollar,ACH,1,0.89
2022/09/10 02:09,0139342,80EB1E930,0122332,808C1A610,7433.54,UK Pound,8771.5772,UK Pound,ACH,1,1.18
2022/09/03 05:59,011107,80338EC60,013083,802E55FD0,3486.32,Euro,3486.32,Euro,ACH,1,1.0
2022/09/03 07:25,011107,80338EC60,0110,80CFCDFB0,56662.08,Brazil Real,9065.9328,Brazil Real,ACH,1,0.16
2022/09/03 10:50,011107,80338EC60,0215064,806FF9890,12200.85,US Dollar,10858.756500000001,US Dollar,ACH,1,0.89
2022/09/03 11:15,011107,80338EC60,0229558,80B7E2CD0,2893.51,US Dollar,2575.2239000000004,US Dollar,ACH,1,0.89
2022/09/03 16:19,011107,80338EC60,0030380,80B826C80,15562.35,Yuan,1867.482,Yuan,ACH,1,0.12
2022/09/04 10:34,011107,80338EC60,0137218,80DDAB2B0,7295.42,Swiss Franc,7806.099400000001,Swiss Franc,ACH,1,1.07
2022/09/04 12:49,011107,80338EC60,0240229,80F1AF2E0,11742.49,Swiss Franc,12564.4643,Swiss Franc,ACH,1,1.07
2022/09/04 13:56,011107,80338EC60,0112497,804BAFE40,505234.55,Rupee,5052.3455,Rupee,ACH,1,0.01
2022/09/04 16:39,011107,80338EC60,0232583,80D3AF4B0,7624.56,US Dollar,6785.8584,US Dollar,ACH,1,0.89
2022/09/05 02:23,011107,80338EC60,0017120,8064C6BE0,343988.9,Ruble,3783.8779,Ruble,ACH,1,0.011
2022/09/07 05:06,011107,80338EC60,0232154,80D0E9FB0,12858.54,Euro,12858.54,Euro,ACH,1,1.0
2022/09/03 06:08,0220,80FFD2C60,008771,80C6F48A0,6400.81,US Dollar,5696.7209,US Dollar,ACH,1,0.89
2022/09/03 10:31,022806,80E6B1A90,008771,80C6F48A0,16865.15,US Dollar,15009.983500000002,US Dollar,ACH,1,0.89
2022/09/03 16:53,001024,800A483E0,008771,80C6F48A0,15140.2,US Dollar,13474.778,US Dollar,ACH,1,0.89
2022/09/04 08:15,023691,807ACCF80,008771,80C6F48A0,12497.72,US Dollar,11122.9708,US Dollar,ACH,1,0.89
2022/09/04 08:48,024963,801D2E530,008771,80C6F48A0,17065.82,US Dollar,15188.5798,US Dollar,ACH,1,0.89
2022/09/04 15:33,016354,803D15580,008771,80C6F48A0,17649.12,US Dollar,15707.7168,US Dollar,ACH,1,0.89
2022/09/04 16:21,007195,80693DD00,008771,80C6F48A0,7061.87,US Dollar,6285.0643,US Dollar,ACH,1,0.89
2022/09/04 19:20,014433,80D4F8460,008771,80C6F48A0,2041.64,US Dollar,1817.0596,US Dollar,ACH,1,0.89
2022/09/05 07:16,012,801E366E0,008771,80C6F48A0,16998.7,US Dollar,15128.843,US Dollar,ACH,1,0.89
2022/09/05 13:57,014011,801EB8CA0,008771,80C6F48A0,1170.75,US Dollar,1041.9675,US Dollar,ACH,1,0.89
2022/09/05 15:37,0223645,80D640E90,008771,80C6F48A0,8906.1,US Dollar,7926.429,US Dollar,ACH,1,0.89
2022/09/05 16:15,0019890,80B4BEFB0,008771,80C6F48A0,19750.61,US Dollar,17578.0429,US Dollar,ACH,1,0.89
2022/09/06 00:18,025075,80F1E0120,008771,80C6F48A0,10840.57,US Dollar,9648.1073,US Dollar,ACH,1,0.89
2022/09/06 09:23,0221891,80C2DCAE0,008771,80C6F48A0,9572.92,US Dollar,8519.8988,US Dollar,ACH,1,0.89
2022/09/06 19:54,011296,801F6B0A0,008771,80C6F48A0,18334.08,US Dollar,16317.331200000002,US Dollar,ACH,1,0.89
2022/09/06 05:39,008771,80C6F48A0,003335,8032285E0,14169.81,Euro,14169.81,Euro,ACH,1,1.0
2022/09/06 06:37,008771,80C6F48A0,0112497,804FAA560,107384.86,Rupee,1073.8486,Rupee,ACH,1,0.01
2022/09/06 18:33,008771,80C6F48A0,021749,801087CE0,7104.61,Euro,7104.61,Euro,ACH,1,1.0
2022/09/07 06:51,008771,80C6F48A0,0221374,80E0FA460,5087.45,US Dollar,4527.8305,US Dollar,ACH,1,0.89
2022/09/07 11:40,008771,80C6F48A0,011056,8079083A0,10519.17,Euro,10519.17,Euro,ACH,1,1.0
2022/09/07 19:14,008771,80C6F48A0,0220572,808CB69F0,13777.52,UK Pound,16257.4736,UK Pound,ACH,1,1.18
2022/09/08 16:25,008771,80C6F48A0,0212789,804F99E40,424454.28,Rupee,4244.5428,Rupee,ACH,1,0.01
2022/09/08 17:13,008771,80C6F48A0,015863,8056D7330,9166.84,Euro,9166.84,Euro,ACH,1,1.0
2022/09/09 04:19,008771,80C6F48A0,003,8038059D0,8886.65,Yuan,1066.398,Yuan,ACH,1,0.12
2022/09/03 11:23,0287,8061C8910,019723,803983BE0,19930685.51,Yuan,2391682.2612,Yuan,ACH,1,0.12
2022/09/04 03:59,0121453,80FC0BB60,0116904,807009D30,1170387.78,Ruble,12874.26558,Ruble,ACH,1,0.011
2022/09/03 11:24,0122055,809A17220,0214050,805F2B680,1009932.52,Rupee,10099.325200000001,Rupee,ACH,1,0.01
2022/09/04 18:19,0015447,80DF70590,001,80024DDD0,10220.44,US Dollar,9096.1916,US Dollar,ACH,1,0.89
2022/09/03 12:53,0122086,80A9F95F0,026580,80EBC49A0,1832.34,Euro,1832.34,Euro,ACH,1,1.0
2022/09/04 10:18,0033873,80CC04930,0021360,80825B1E0,17670.52,US Dollar,15726.7628,US Dollar,ACH,1,0.89
2022/09/03 17:41,001665,801AA4400,0025534,80963CB30,1831.33,Canadian Dollar,1172.0511999999999,Canadian Dollar,ACH,1,0.64
2022/09/04 13:26,0025534,80963CB30,013554,805811F40,1181.51,Euro,1181.51,Euro,ACH,1,1.0
2022/09/05 06:22,0237316,80EBC6370,0224866,80D151C70,2178.37,US Dollar,1938.7493,US Dollar,ACH,1,0.89
2022/09/07 13:14,0224866,80D151C70,0224555,80A6536E0,1827.14,Euro,1827.14,Euro,ACH,1,1.0
2022/09/04 15:51,0223641,80AB2B9B0,001068,8043A9F30,215.86,US Dollar,192.11540000000002,US Dollar,ACH,1,0.89
2022/09/07 01:44,001068,8043A9F30,0224782,80B115430,1445.75,Yuan,173.48999999999998,Yuan,ACH,1,0.12
2022/09/04 16:08,0219077,80D030A40,0039721,80F203B70,11927.9,Swiss Franc,12762.853000000001,Swiss Franc,ACH,1,1.07
2022/09/06 13:08,0039721,80F203B70,0013667,805438E60,923851.69,Rupee,9238.5169,Rupee,ACH,1,0.01
2022/09/05 08:25,023691,8021353D0,015231,80266F880,946.84,Euro,946.84,Euro,ACH,1,1.0
2022/09/03 12:11,023691,8021353D0,015231,80266F880,8280.82,Euro,8280.82,Euro,ACH,1,1.0
2022/09/03 19:55,015231,80266F880,015231,80266F880,4895.52,Euro,4895.52,Euro,ACH,1,1.0
2022/09/03 12:35,0148016,811C4EDD0,0148016,811FCA7B0,29009941.94,Saudi Riyal,6962386.0656,Saudi Riyal,ACH,1,0.24
2022/09/04 12:55,0118,811A67510,0048308,811ED7DF0,3756.51,Saudi Riyal,901.5624,Saudi Riyal,ACH,1,0.24
2022/09/03 12:22,0119,811C597B0,0150240,812D22980,22910.8,Saudi Riyal,5498.592,Saudi Riyal,ACH,1,0.24
2022/09/04 00:43,0222,811B83280,0150240,812D22980,55680.22,Saudi Riyal,13363.2528,Saudi Riyal,ACH,1,0.24
2022/09/04 16:03,0048309,811C599A0,0150240,812D22980,145391187.63,Saudi Riyal,34893885.0312,Saudi Riyal,ACH,1,0.24
2022/09/04 21:37,0150240,812D22980,0150240,812D22980,71726.48,Saudi Riyal,17214.355199999998,Saudi Riyal,ACH,1,0.24
2022/09/05 12:57,0150240,812D22980,0222,811B83280,48318.33,Saudi Riyal,11596.3992,Saudi Riyal,ACH,1,0.24
2022/09/06 15:42,0150240,812D22980,0119,811C597B0,10005.08,Saudi Riyal,2401.2192,Saudi Riyal,ACH,1,0.24
2022/09/04 03:55,015231,80266F880,023691,8021353D0,5192.57,Euro,5192.57,Euro,ACH,1,1.0
2022/09/05 02:49,023691,8021353D0,015231,80266F880,5201.94,Euro,5201.94,Euro,ACH,1,1.0
2022/09/03 15:36,0119,811C597B0,0222,811B83280,2692.5,Saudi Riyal,646.1999999999999,Saudi Riyal,ACH,1,0.24
2022/09/05 06:54,0222,811B83280,0048309,811C599A0,2638.36,Saudi Riyal,633.2064,Saudi Riyal,ACH,1,0.24
2022/09/06 13:44,0048309,811C599A0,0119,811C597B0,2795.93,Saudi Riyal,671.0232,Saudi Riyal,ACH,1,0.24
2022/09/03 16:10,01588,801856350,0111764,807DD0FB0,19370.62,US Dollar,17239.8518,US Dollar,ACH,1,0.89
2022/09/03 19:59,001244,805307640,0111764,807DD0FB0,7209.64,US Dollar,6416.5796,US Dollar,ACH,1,0.89
2022/09/04 03:47,026024,80B3DD4D0,0111764,807DD0FB0,14593.67,US Dollar,12988.3663,US Dollar,ACH,1,0.89
2022/09/04 09:07,011657,800D78EB0,0111764,807DD0FB0,19882.22,US Dollar,17695.1758,US Dollar,ACH,1,0.89
2022/09/04 11:01,024,8039DCF40,0111764,807DD0FB0,12617.24,US Dollar,11229.3436,US Dollar,ACH,1,0.89
2022/09/04 15:24,003149,810186380,0111764,807DD0FB0,19717232.44,US Dollar,17548336.871600002,US Dollar,ACH,1,0.89
